 -0.20941021E+02 -0.20680439E+02 -0.20072882E+02 -0.19185867E+02 -0.18182558E+02
 -0.17270063E+02 -0.16617489E+02 -0.16324949E+02 -0.22655184E+02 -0.22377611E+02
 -0.21729845E+02 -0.20782654E+02 -0.19709244E+02 -0.18731186E+02 -0.18030708E+02
 -0.17716431E+02 -0.26251066E+02 -0.25941105E+02 -0.25216213E+02 -0.24152439E+02
 -0.22941587E+02 -0.21833529E+02 -0.21037239E+02 -0.20679258E+02 -0.30822226E+02
 -0.30478102E+02 -0.29670883E+02 -0.28480200E+02 -0.27116232E+02 -0.25860170E+02
 -0.24952986E+02 -0.24543938E+02 -0.35371609E+02 -0.35002075E+02 -0.34132408E+02
 -0.32842339E+02 -0.31354008E+02 -0.29973654E+02 -0.28970976E+02 -0.28517324E+02
 -0.39124714E+02 -0.38741158E+02 -0.37835873E+02 -0.36486271E+02 -0.34919380E+02
 -0.33456810E+02 -0.32388844E+02 -0.31904127E+02 -0.41642620E+02 -0.41253311E+02
 -0.40332619E+02 -0.38955288E+02 -0.37349094E+02 -0.35843006E+02 -0.34739132E+02
 -0.34236984E+02 -0.42734211E+02 -0.42343334E+02 -0.41418137E+02 -0.40031952E+02
 -0.38412262E+02 -0.36890434E+02 -0.35773155E+02 -0.35264389E+02 -0.22500000E+02
 -0.22492857E+02 -0.22427923E+02 -0.22233213E+02 -0.21890421E+02 -0.21474171E+02
 -0.21117079E+02 -0.20941021E+02 -0.24312502E+02 -0.24304920E+02 -0.24236004E+02
 -0.24029293E+02 -0.23665154E+02 -0.23222607E+02 -0.22842632E+02 -0.22655184E+02
 -0.28093380E+02 -0.28084986E+02 -0.28008667E+02 -0.27779593E+02 -0.27375504E+02
 -0.26883457E+02 -0.26460163E+02 -0.26251066E+02 -0.32854553E+02 -0.32845345E+02
 -0.32761597E+02 -0.32509995E+02 -0.32065308E+02 -0.31522367E+02 -0.31054014E+02
 -0.30822226E+02 -0.37539005E+02 -0.37529240E+02 -0.37440430E+02 -0.37173351E+02
 -0.36700352E+02 -0.36121178E+02 -0.35620094E+02 -0.35371609E+02 -0.41361069E+02
 -0.41351048E+02 -0.41259853E+02 -0.40985382E+02 -0.40498440E+02 -0.39900707E+02
 -0.39382263E+02 -0.39124714E+02 -0.43903332E+02 -0.43893238E+02 -0.43801353E+02
 -0.43524651E+02 -0.43033165E+02 -0.42428844E+02 -0.41903774E+02 -0.41642620E+02
 -0.45000000E+02 -0.44989895E+02 -0.44897938E+02 -0.44620945E+02 -0.44128689E+02
 -0.43522976E+02 -0.42996300E+02 -0.42734211E+02 -0.20941021E+02 -0.21117079E+02
 -0.21474171E+02 -0.21890421E+02 -0.22233213E+02 -0.22427923E+02 -0.22492857E+02
 -0.22500000E+02 -0.22655184E+02 -0.22842632E+02 -0.23222607E+02 -0.23665154E+02
 -0.24029293E+02 -0.24236004E+02 -0.24304920E+02 -0.24312502E+02 -0.26251066E+02
 -0.26460163E+02 -0.26883457E+02 -0.27375504E+02 -0.27779593E+02 -0.28008667E+02
 -0.28084986E+02 -0.28093380E+02 -0.30822226E+02 -0.31054014E+02 -0.31522367E+02
 -0.32065308E+02 -0.32509995E+02 -0.32761597E+02 -0.32845345E+02 -0.32854553E+02
 -0.35371609E+02 -0.35620094E+02 -0.36121178E+02 -0.36700352E+02 -0.37173351E+02
 -0.37440430E+02 -0.37529240E+02 -0.37539005E+02 -0.39124714E+02 -0.39382263E+02
 -0.39900707E+02 -0.40498440E+02 -0.40985382E+02 -0.41259853E+02 -0.41351048E+02
 -0.41361069E+02 -0.41642620E+02 -0.41903774E+02 -0.42428844E+02 -0.43033165E+02
 -0.43524651E+02 -0.43801353E+02 -0.43893238E+02 -0.43903332E+02 -0.42734211E+02
 -0.42996300E+02 -0.43522976E+02 -0.44128689E+02 -0.44620945E+02 -0.44897938E+02
 -0.44989895E+02 -0.45000000E+02 -0.16324949E+02 -0.16617489E+02 -0.17270063E+02
 -0.18182558E+02 -0.19185867E+02 -0.20072882E+02 -0.20680439E+02 -0.20941021E+02
 -0.17716431E+02 -0.18030708E+02 -0.18731186E+02 -0.19709244E+02 -0.20782654E+02
 -0.21729845E+02 -0.22377611E+02 -0.22655184E+02 -0.20679258E+02 -0.21037239E+02
 -0.21833529E+02 -0.22941587E+02 -0.24152439E+02 -0.25216213E+02 -0.25941105E+02
 -0.26251066E+02 -0.24543938E+02 -0.24952986E+02 -0.25860170E+02 -0.27116232E+02
 -0.28480200E+02 -0.29670883E+02 -0.30478102E+02 -0.30822226E+02 -0.28517324E+02
 -0.28970976E+02 -0.29973654E+02 -0.31354008E+02 -0.32842339E+02 -0.34132408E+02
 -0.35002075E+02 -0.35371609E+02 -0.31904127E+02 -0.32388844E+02 -0.33456810E+02
 -0.34919380E+02 -0.36486271E+02 -0.37835873E+02 -0.38741158E+02 -0.39124714E+02
 -0.34236984E+02 -0.34739132E+02 -0.35843006E+02 -0.37349094E+02 -0.38955288E+02
 -0.40332619E+02 -0.41253311E+02 -0.41642620E+02 -0.35264389E+02 -0.35773155E+02
 -0.36890434E+02 -0.38412262E+02 -0.40031952E+02 -0.41418137E+02 -0.42343334E+02
 -0.42734211E+02  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00 -0.14058399E+01
 -0.13867260E+01 -0.13424127E+01 -0.12783241E+01 -0.12066550E+01 -0.11421831E+01
 -0.10964659E+01 -0.10760727E+01 -0.44671469E+01 -0.44066286E+01 -0.42662892E+01
 -0.40632410E+01 -0.38360670E+01 -0.36316130E+01 -0.34865837E+01 -0.34218767E+01
 -0.86032639E+01 -0.84879627E+01 -0.82203941E+01 -0.78328009E+01 -0.73985310E+01
 -0.70071573E+01 -0.67292438E+01 -0.66051731E+01 -0.13028348E+02 -0.12857072E+02
 -0.12459102E+02 -0.11881401E+02 -0.11232492E+02 -0.10646269E+02 -0.10229215E+02
 -0.10042826E+02 -0.16938568E+02 -0.16721121E+02 -0.16215103E+02 -0.15478699E+02
 -0.14648992E+02 -0.13897226E+02 -0.13361181E+02 -0.13121294E+02 -0.19704576E+02
 -0.19456823E+02 -0.18879541E+02 -0.18037613E+02 -0.17086527E+02 -0.16222605E+02
 -0.15605371E+02 -0.15328833E+02 -0.20941021E+02 -0.20680439E+02 -0.20072882E+02
 -0.19185867E+02 -0.18182558E+02 -0.17270063E+02 -0.16617489E+02 -0.16324949E+02
  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
