  0.37322399E+02  0.37328499E+02  0.37313099E+02  0.37328899E+02  0.37318298E+02
  0.37324799E+02  0.37308498E+02  0.37316299E+02  0.37327301E+02  0.37311901E+02
  0.37305099E+02  0.37323399E+02  0.37311798E+02  0.37301899E+02  0.37310799E+02
  0.37320801E+02  0.37299301E+02  0.37303902E+02  0.37310699E+02  0.37317600E+02
  0.37304001E+02  0.37305199E+02  0.37296001E+02  0.37315701E+02  0.37310001E+02
  0.37303902E+02  0.37295399E+02  0.37313702E+02  0.37308102E+02  0.37297901E+02
  0.37316299E+02  0.37305801E+02  0.37299000E+02  0.37313900E+02  0.37320702E+02
  0.37306099E+02  0.37295101E+02  0.37312500E+02  0.37319401E+02  0.37303902E+02
  0.37293499E+02  0.37283600E+02  0.37314098E+02  0.37300400E+02  0.37271599E+02
  0.37278099E+02  0.37287399E+02  0.37300598E+02  0.37278000E+02  0.37268299E+02
  0.37286598E+02  0.37293900E+02  0.37285099E+02  0.37274300E+02  0.37296600E+02
  0.37290600E+02  0.37284100E+02  0.37296902E+02  0.37306999E+02  0.37287399E+02
  0.37299801E+02  0.37293201E+02  0.37309700E+02  0.37283501E+02  0.37289299E+02
  0.37303001E+02  0.37270599E+02  0.37278400E+02  0.37267200E+02  0.37287300E+02
  0.37259102E+02  0.37257500E+02  0.37270699E+02  0.37246300E+02  0.37245701E+02
  0.37242599E+02  0.37256401E+02  0.37231602E+02  0.37233200E+02  0.37242901E+02
  0.37229000E+02  0.37225700E+02  0.37221901E+02  0.37239201E+02  0.37230202E+02
  0.37218102E+02  0.37211300E+02  0.37232101E+02  0.37240601E+02  0.37219601E+02
  0.37222801E+02  0.37206200E+02  0.37231998E+02  0.37245399E+02  0.37241100E+02
  0.37211800E+02  0.37218800E+02  0.37202202E+02  0.37227699E+02  0.37238300E+02
  0.37248798E+02  0.37218201E+02  0.37206100E+02  0.37231201E+02  0.37248199E+02
  0.37239498E+02  0.37218899E+02  0.37209099E+02  0.37231201E+02  0.37246201E+02
  0.37220501E+02  0.37205898E+02  0.37231300E+02  0.37239399E+02  0.37219101E+02
  0.37208900E+02  0.37199501E+02  0.37187199E+02  0.37204300E+02  0.37227901E+02
  0.37215401E+02  0.37191799E+02  0.37174198E+02  0.37200500E+02  0.37212799E+02
  0.37189301E+02  0.37178799E+02  0.37164600E+02  0.37203201E+02  0.37190601E+02
  0.37154900E+02  0.37177898E+02  0.37167702E+02  0.37201900E+02  0.37188801E+02
  0.37197300E+02  0.37152000E+02  0.37165298E+02  0.37178200E+02  0.37202301E+02
  0.37206501E+02  0.37190201E+02  0.37165001E+02  0.37158798E+02  0.37176998E+02
  0.37204201E+02  0.37213902E+02  0.37189999E+02  0.37168301E+02  0.37178398E+02
  0.37203999E+02  0.37214401E+02  0.37221298E+02  0.37215099E+02  0.37191799E+02
  0.37176998E+02  0.37204601E+02  0.37216000E+02  0.37225601E+02  0.37194599E+02
  0.37180401E+02  0.37185398E+02  0.37207500E+02  0.37224800E+02  0.37195599E+02
  0.37173698E+02  0.37182098E+02  0.37207199E+02  0.37216400E+02  0.37193199E+02
  0.37157600E+02  0.37167999E+02  0.37177799E+02  0.37202301E+02  0.37187099E+02
  0.37142399E+02  0.37124699E+02  0.37153000E+02  0.37163502E+02  0.37173698E+02
  0.37185001E+02  0.36634201E+02  0.37054699E+02  0.37075901E+02  0.37106899E+02
  0.37138302E+02  0.37123600E+02  0.37149200E+02  0.37159500E+02  0.37171101E+02
  0.36661701E+02  0.36655300E+02  0.36644798E+02  0.36727901E+02  0.37039398E+02
  0.37078499E+02  0.37067699E+02  0.37055401E+02  0.37088799E+02  0.37101002E+02
  0.37112301E+02  0.37134800E+02  0.37121201E+02  0.37144501E+02  0.37152802E+02
  0.36660702E+02  0.36692001E+02  0.36679600E+02  0.36669998E+02  0.36683899E+02
  0.36720299E+02  0.36754299E+02  0.36738800E+02  0.36760601E+02  0.37034302E+02
  0.37047100E+02  0.37042099E+02  0.37081299E+02  0.37069000E+02  0.37058701E+02
  0.37094700E+02  0.37107498E+02  0.37090401E+02  0.37129200E+02  0.37115898E+02
  0.37137299E+02  0.36772499E+02  0.36681099E+02  0.36701599E+02  0.36700401E+02
  0.36697899E+02  0.36731400E+02  0.36770901E+02  0.36752899E+02  0.36790901E+02
  0.36785301E+02  0.36711700E+02  0.36750999E+02  0.36786701E+02  0.36793201E+02
  0.36779800E+02  0.36778500E+02  0.37034599E+02  0.37052799E+02  0.37039501E+02
  0.37049999E+02  0.37080002E+02  0.37068600E+02  0.37103500E+02  0.37092098E+02
  0.37119099E+02  0.36789200E+02  0.36796600E+02  0.36807499E+02  0.36804401E+02
  0.36711300E+02  0.36728699E+02  0.36726799E+02  0.36723999E+02  0.36750900E+02
  0.36771301E+02  0.36791801E+02  0.36807098E+02  0.36747398E+02  0.36789101E+02
  0.36768902E+02  0.36816799E+02  0.36826199E+02  0.36809700E+02  0.36796001E+02
  0.37028198E+02  0.37036098E+02  0.37065701E+02  0.37049801E+02  0.37060699E+02
  0.37082802E+02  0.37103500E+02  0.36825901E+02  0.36809299E+02  0.36815701E+02
  0.36821999E+02  0.36821301E+02  0.36746201E+02  0.36750702E+02  0.36772598E+02
  0.36791401E+02  0.36806301E+02  0.36822800E+02  0.36774899E+02  0.36803299E+02
  0.36834099E+02  0.36857399E+02  0.36878799E+02  0.36827400E+02  0.36820801E+02
  0.36813499E+02  0.37020599E+02  0.37026299E+02  0.37040699E+02  0.37050999E+02
  0.37074100E+02  0.37063400E+02  0.37087898E+02  0.37039398E+02  0.37360500E+02
  0.36842800E+02  0.36839298E+02  0.36849899E+02  0.36856899E+02  0.36826401E+02
  0.36831699E+02  0.36836899E+02  0.36838799E+02  0.36840599E+02  0.36778999E+02
  0.36797501E+02  0.36815701E+02  0.36837601E+02  0.36805801E+02  0.36833401E+02
  0.36860500E+02  0.36900501E+02  0.36884899E+02  0.36932701E+02  0.36831001E+02
  0.36846298E+02  0.37010502E+02  0.37028702E+02  0.37015999E+02  0.37052799E+02
  0.37063099E+02  0.37076599E+02  0.37050201E+02  0.37038101E+02  0.37348301E+02
  0.37331299E+02  0.37338001E+02  0.36852501E+02  0.36852798E+02  0.36861401E+02
  0.36863899E+02  0.36843300E+02  0.36847500E+02  0.36851601E+02  0.36855598E+02
  0.36855598E+02  0.36866100E+02  0.36813599E+02  0.36821999E+02  0.36837799E+02
  0.36853600E+02  0.36838402E+02  0.36864101E+02  0.36890099E+02  0.36939400E+02
  0.36917000E+02  0.36974800E+02  0.36991402E+02  0.37326401E+02  0.37051498E+02
  0.37115200E+02  0.36859798E+02  0.36848801E+02  0.37001701E+02  0.37005798E+02
  0.37026699E+02  0.37017101E+02  0.37046700E+02  0.37066601E+02  0.37055698E+02
  0.37035999E+02  0.36883701E+02  0.36890301E+02  0.37517799E+02  0.37508099E+02
  0.37315800E+02  0.37316200E+02  0.37304298E+02  0.37314400E+02  0.36867199E+02
  0.36870998E+02  0.36873299E+02  0.36859100E+02  0.36862900E+02  0.36869701E+02
  0.36877998E+02  0.36869301E+02  0.36877399E+02  0.36881901E+02  0.36845402E+02
  0.36856899E+02  0.36872002E+02  0.36869499E+02  0.36893902E+02  0.36917999E+02
  0.36953602E+02  0.36941700E+02  0.36988899E+02  0.37018799E+02  0.37259899E+02
  0.37299801E+02  0.37293400E+02  0.37221199E+02  0.37169399E+02  0.37071201E+02
  0.37117802E+02  0.36872299E+02  0.36866699E+02  0.36902000E+02  0.36991501E+02
  0.37000900E+02  0.37013302E+02  0.37025398E+02  0.37008499E+02  0.37045399E+02
  0.37056801E+02  0.37035702E+02  0.36885700E+02  0.36898499E+02  0.37497398E+02
  0.37510799E+02  0.37518799E+02  0.37500900E+02  0.37286301E+02  0.37293301E+02
  0.37280998E+02  0.37279301E+02  0.37297901E+02  0.36884399E+02  0.36886101E+02
  0.36882900E+02  0.36875900E+02  0.36884998E+02  0.36882702E+02  0.36887199E+02
  0.36894501E+02  0.36893600E+02  0.36877800E+02  0.36889301E+02  0.36900200E+02
  0.36923599E+02  0.36948002E+02  0.36973000E+02  0.37007702E+02  0.37037102E+02
  0.37256699E+02  0.37229900E+02  0.37271900E+02  0.37262402E+02  0.37058399E+02
  0.37205502E+02  0.37178699E+02  0.37150299E+02  0.37088001E+02  0.37118900E+02
  0.36883400E+02  0.36884800E+02  0.36911999E+02  0.36990101E+02  0.36979900E+02
  0.36966702E+02  0.36996201E+02  0.37003899E+02  0.37022800E+02  0.37014400E+02
  0.37049702E+02  0.37035301E+02  0.36900501E+02  0.36895100E+02  0.36911800E+02
