845.65  21.42   3.31    29.97   1704    3.1     69
830.76  19.99   1.16    28.1    1857    1.5     237
817.06  21.61   -4.62   16.52   2001    5.1     6
803.42  21.69   -6.08   14.69   2147    12.5    347
789.68  20.46   -7.05   14.73   2295    14.4    355
776.88  19.39   -7.79   14.88   2436    17.8    360
765.26  18.45   -8.83   14.57   2565    17.4    355
753.04  17.21   -9.38   15.1    2702    15.1    352
740.14  15.9    -9.89   15.78   2849    13      343
727.14  14.54   -10.66  16.24   2999    15.3    341
714.18  13.29   -11.85  16.02   3150    16      335
701.73  12.08   -12.77  16.13   3297    14.5    329
689.4   10.92   -13.07  17.01   3445    17      333
677.48  9.65    -13.24  18.29   3590    15.9    337
665.82  8.65    -10.79  23.88   3734    19      338
653.6   7.32    -10.17  27.48   3887    19      330
642.69  6.02    -10.45  29.43   4025    23      336
629.76  4.45    -10.78  32.02   4191    23.1    337
617.16  2.93    -11.35  34.08   4355    21.5    334
604.39  1.29    -11.78  37.05   4523    24.5    333
593.15  -0.21   -12.23  39.84   4674    22.7    333
582.82  -1.55   -12.59  42.75   4814    14.7    336
573.57  -2.76   -12.87  45.68   4941    32.1    333
564.9   -3.98   -13.1   49.15   5062    11.1    341
556.26  -5      -14.14  48.81   5183    20.6    336
546.09  -5      -18.14  34.98   5328    28      331
536.98  -4.92   -27.3   15.52   5460    24.2    323
526.16  -5.96   -32.14  10.68   5620    15      324
514.06  -7.39   -35.84  8.32    5801    22.6    295
501.56  -8.59   -38.43  7.05    5992    17.1    306
490.08  -9.74   -40.84  6.03    6172    10.1    284
479.78  -10.53  -42.39  5.46    6335    17.1    327
470.03  -11.92  -44.27  5       6493    16.1    326
460.69  -13.35  -45.46  4.94    6646    16.5    335
451.67  -14.68  -46.19  5.1     6796    15.8    330
443.34  -15.68  -46.34  5.45    6936    15      323
435.61  -16.75  -44.32  7.43    7069    12.4    303
427.39  -17.91  -43.8   8.66    7211    10.1    302
418.52  -19.28  -44.87  8.69    7368    13.5    291
409.42  -20.48  -45.97  8.56    7530    17.3    294
399.94  -22.06  -46.96  8.81    7703    18.6    310
390.66  -23.74  -47.61  9.53    7875    22.1    310
381.30  -25.4   -48.07  10.52   8052    20.9    315
372.22  -27.09  -48.01  12.34   8226    16.3    319
362.98  -28.66  -48.48  13.56   8406    7.4     311
354.61  -30.08  -49.38  13.99   8573    9       174
346.51  -31.35  -50.37  14.12   8737    7       166
338.96  -32.41  -51.28  14.09   8893    3.1     295
331.56  -33.79  -52.96  13.28   9048    11.5    309
324.34  -34.94  -54.04  13.1    9201    13.2    305
317.03  -36.27  -54.95  13.42   9360    13.7    314
309.65  -37.59  -56.02  13.49   9523    18.3    309
301.36  -39.04  -57.29  13.41   9710    19.3    302
293.62  -40.66  -58.7   13.36   9887    19.1    311
285.81  -42.38  -60.15  13.35   10070   20.2    313
278.12  -44.06  -61.47  13.54   10254   18.8    312
270.79  -45.58  -62.74  13.56   10432   18.3    308
263.94  -46.53  -63.5   13.65   10602   19      301
256.45  -48.09  -64.88  13.55   10793   17.6    318
248.64  -49.77  -66.34  13.51   10996   13.9    325
240.85  -50.99  -67.35  13.56   11203   6.7     314
233.43  -52.43  -68.61  13.49   11406   7.2     247
226.15  -52.95  -69.06  13.48   11611   8.4     266
219.59  -54     -70.06  13.31   11800   11.9    304
213.38  -55.51  -71.63  12.79   11983   16.2    311
